"Notes"	"Age"	"Age Code"	"Yearly July 1st Estimates"	"Yearly July 1st Estimates Code"	Population
	"67 years"	"67"	"2005"	"2005"	2074635
	"67 years"	"67"	"2006"	"2006"	2098690
	"67 years"	"67"	"2007"	"2007"	2191327
	"67 years"	"67"	"2008"	"2008"	2235669
	"67 years"	"67"	"2009"	"2009"	2394376
	"67 years"	"67"	"2010"	"2010"	2693756
	"67 years"	"67"	"2011"	"2011"	2585996
	"67 years"	"67"	"2012"	"2012"	2611398
	"67 years"	"67"	"2013"	"2013"	2608128
	"67 years"	"67"	"2014"	"2014"	3483712
	"67 years"	"67"	"2015"	"2015"	3300329
	"67 years"	"67"	"2016"	"2016"	3295266
	"68 years"	"68"	"2000"	"2000"	1867764
	"68 years"	"68"	"2001"	"2001"	1852792
	"68 years"	"68"	"2002"	"2002"	1821142
	"68 years"	"68"	"2003"	"2003"	1955990
	"68 years"	"68"	"2004"	"2004"	1930847
	"68 years"	"68"	"2005"	"2005"	1945279
	"68 years"	"68"	"2006"	"2006"	2044245
	"68 years"	"68"	"2007"	"2007"	2068095
	"68 years"	"68"	"2008"	"2008"	2160024
	"68 years"	"68"	"2009"	"2009"	2204229
	"68 years"	"68"	"2010"	"2010"	2359875
	"68 years"	"68"	"2011"	"2011"	2653822
	"68 years"	"68"	"2012"	"2012"	2548172
	"68 years"	"68"	"2013"	"2013"	2573532
	"68 years"	"68"	"2014"	"2014"	2570846
	"68 years"	"68"	"2015"	"2015"	3433103
	"68 years"	"68"	"2016"	"2016"	3251936
	"69 years"	"69"	"2000"	"2000"	1857132
	"69 years"	"69"	"2001"	"2001"	1833245
	"69 years"	"69"	"2002"	"2002"	1818893
	"69 years"	"69"	"2003"	"2003"	1787777
	"69 years"	"69"	"2004"	"2004"	1920414
	"69 years"	"69"	"2005"	"2005"	1896115
	"69 years"	"69"	"2006"	"2006"	1910507
	"69 years"	"69"	"2007"	"2007"	2007386
	"69 years"	"69"	"2008"	"2008"	2030734
	"69 years"	"69"	"2009"	"2009"	2120973
	"69 years"	"69"	"2010"	"2010"	2167891
	"69 years"	"69"	"2011"	"2011"	2321696
	"69 years"	"69"	"2012"	"2012"	2611623
	"69 years"	"69"	"2013"	"2013"	2506965
	"69 years"	"69"	"2014"	"2014"	2533657
	"69 years"	"69"	"2015"	"2015"	2530425
	"69 years"	"69"	"2016"	"2016"	3378344
	"70 years"	"70"	"2000"	"2000"	1884298
	"70 years"	"70"	"2001"	"2001"	1817859
	"70 years"	"70"	"2002"	"2002"	1792760
	"70 years"	"70"	"2003"	"2003"	1777336
	"70 years"	"70"	"2004"	"2004"	1744903
	"70 years"	"70"	"2005"	"2005"	1873726
	"70 years"	"70"	"2006"	"2006"	1848556
	"70 years"	"70"	"2007"	"2007"	1860716
	"70 years"	"70"	"2008"	"2008"	1953328
	"70 years"	"70"	"2009"	"2009"	1974076
	"70 years"	"70"	"2010"	"2010"	2062640
	"70 years"	"70"	"2011"	"2011"	2129506
	"70 years"	"70"	"2012"	"2012"	2281767
	"70 years"	"70"	"2013"	"2013"	2565681
	"70 years"	"70"	"2014"	"2014"	2464812
	"70 years"	"70"	"2015"	"2015"	2490968
	"70 years"	"70"	"2016"	"2016"	2487211
	"71 years"	"71"	"2000"	"2000"	1788317
	"71 years"	"71"	"2001"	"2001"	1844676
	"71 years"	"71"	"2002"	"2002"	1782107
	"71 years"	"71"	"2003"	"2003"	1760292
	"71 years"	"71"	"2004"	"2004"	1747347
	"71 years"	"71"	"2005"	"2005"	1718367
	"71 years"	"71"	"2006"	"2006"	1848947
	"71 years"	"71"	"2007"	"2007"	1826784
	"71 years"	"71"	"2008"	"2008"	1841560
	"71 years"	"71"	"2009"	"2009"	1936308
	"71 years"	"71"	"2010"	"2010"	1953659
	"71 years"	"71"	"2011"	"2011"	2022822
	"71 years"	"71"	"2012"	"2012"	2089816
	"71 years"	"71"	"2013"	"2013"	2238271
	"71 years"	"71"	"2014"	"2014"	2519482
	"71 years"	"71"	"2015"	"2015"	2419980
	"71 years"	"71"	"2016"	"2016"	2445650
	"72 years"	"72"	"2000"	"2000"	1781935
	"72 years"	"72"	"2001"	"2001"	1743767
	"72 years"	"72"	"2002"	"2002"	1797946
	"72 years"	"72"	"2003"	"2003"	1736351
	"72 years"	"72"	"2004"	"2004"	1713793
	"72 years"	"72"	"2005"	"2005"	1700960
	"72 years"	"72"	"2006"	"2006"	1672443
	"72 years"	"72"	"2007"	"2007"	1798955
	"72 years"	"72"	"2008"	"2008"	1776463
	"72 years"	"72"	"2009"	"2009"	1790136
	"72 years"	"72"	"2010"	"2010"	1883870
	"72 years"	"72"	"2011"	"2011"	1912276
	"72 years"	"72"	"2012"	"2012"	1981432
	"72 years"	"72"	"2013"	"2013"	2046255
	"72 years"	"72"	"2014"	"2014"	2193946
	"72 years"	"72"	"2015"	"2015"	2468806
	"72 years"	"72"	"2016"	"2016"	2371252
	"73 years"	"73"	"2000"	"2000"	1735378
	"73 years"	"73"	"2001"	"2001"	1733630
	"73 years"	"73"	"2002"	"2002"	1697450
	"73 years"	"73"	"2003"	"2003"	1751589
	"73 years"	"73"	"2004"	"2004"	1691931
	"73 years"	"73"	"2005"	"2005"	1671512
	"73 years"	"73"	"2006"	"2006"	1660842
	"73 years"	"73"	"2007"	"2007"	1633722
	"73 years"	"73"	"2008"	"2008"	1758650
	"73 years"	"73"	"2009"	"2009"	1737897
	"73 years"	"73"	"2010"	"2010"	1750358
	"73 years"	"73"	"2011"	"2011"	1840027
	"73 years"	"73"	"2012"	"2012"	1869135
	"73 years"	"73"	"2013"	"2013"	1935930
	"73 years"	"73"	"2014"	"2014"	2001665
	"73 years"	"73"	"2015"	"2015"	2145188
	"73 years"	"73"	"2016"	"2016"	2413647
	"74 years"	"74"	"2000"	"2000"	1670100
	"74 years"	"74"	"2001"	"2001"	1682014
	"74 years"	"74"	"2002"	"2002"	1679791
	"74 years"	"74"	"2003"	"2003"	1644551
	"74 years"	"74"	"2004"	"2004"	1696130
	"74 years"	"74"	"2005"	"2005"	1638505
	"74 years"	"74"	"2006"	"2006"	1619038
	"74 years"	"74"	"2007"	"2007"	1608315
	"74 years"	"74"	"2008"	"2008"	1581331
	"74 years"	"74"	"2009"	"2009"	1702305
	"74 years"	"74"	"2010"	"2010"	1686056
	"74 years"	"74"	"2011"	"2011"	1705542
	"74 years"	"74"	"2012"	"2012"	1794455
	"74 years"	"74"	"2013"	"2013"	1821787
	"74 years"	"74"	"2014"	"2014"	1889452
	"74 years"	"74"	"2015"	"2015"	1952834
	"74 years"	"74"	"2016"	"2016"	2092487
	"75 years"	"75"	"2000"	"2000"	1649707
	"75 years"	"75"	"2001"	"2001"	1610892
	"75 years"	"75"	"2002"	"2002"	1620812
	"75 years"	"75"	"2003"	"2003"	1617308
	"75 years"	"75"	"2004"	"2004"	1581121
	"75 years"	"75"	"2005"	"2005"	1629763
	"75 years"	"75"	"2006"	"2006"	1573506
	"75 years"	"75"	"2007"	"2007"	1553097
	"75 years"	"75"	"2008"	"2008"	1541027
	"75 years"	"75"	"2009"	"2009"	1513301
	"75 years"	"75"	"2010"	"2010"	1631934
	"75 years"	"75"	"2011"	"2011"	1638642
	"75 years"	"75"	"2012"	"2012"	1659102
	"75 years"	"75"	"2013"	"2013"	1744541
	"75 years"	"75"	"2014"	"2014"	1773553
	"75 years"	"75"	"2015"	"2015"	1838751
	"75 years"	"75"	"2016"	"2016"	1900211
	"76 years"	"76"	"2000"	"2000"	1568457
	"76 years"	"76"	"2001"	"2001"	1589103
	"76 years"	"76"	"2002"	"2002"	1554475
	"76 years"	"76"	"2003"	"2003"	1567629
	"76 years"	"76"	"2004"	"2004"	1566753
	"76 years"	"76"	"2005"	"2005"	1535359
	"76 years"	"76"	"2006"	"2006"	1587027
	"76 years"	"76"	"2007"	"2007"	1535224
	"76 years"	"76"	"2008"	"2008"	1518327
	"76 years"	"76"	"2009"	"2009"	1510000
	"76 years"	"76"	"2010"	"2010"	1481734
	"76 years"	"76"	"2011"	"2011"	1581312
	"76 years"	"76"	"2012"	"2012"	1589417
	"76 years"	"76"	"2013"	"2013"	1608179
	"76 years"	"76"	"2014"	"2014"	1693713
	"76 years"	"76"	"2015"	"2015"	1721065
	"76 years"	"76"	"2016"	"2016"	1784266
	"77 years"	"77"	"2000"	"2000"	1472736
	"77 years"	"77"	"2001"	"2001"	1503097
	"77 years"	"77"	"2002"	"2002"	1522890
	"77 years"	"77"	"2003"	"2003"	1489790
	"77 years"	"77"	"2004"	"2004"	1501866
	"77 years"	"77"	"2005"	"2005"	1501643
	"77 years"	"77"	"2006"	"2006"	1472328
	"77 years"	"77"	"2007"	"2007"	1521903
	"77 years"	"77"	"2008"	"2008"	1472006
	"77 years"	"77"	"2009"	"2009"	1455744
	"77 years"	"77"	"2010"	"2010"	1449231
	"77 years"	"77"	"2011"	"2011"	1430796
	"77 years"	"77"	"2012"	"2012"	1528921
	"77 years"	"77"	"2013"	"2013"	1535602
	"77 years"	"77"	"2014"	"2014"	1556359
	"77 years"	"77"	"2015"	"2015"	1638329
	"77 years"	"77"	"2016"	"2016"	1664566
	"78 years"	"78"	"2000"	"2000"	1417670
	"78 years"	"78"	"2001"	"2001"	1405933
	"78 years"	"78"	"2002"	"2002"	1436185
	"78 years"	"78"	"2003"	"2003"	1456995
	"78 years"	"78"	"2004"	"2004"	1425682
	"78 years"	"78"	"2005"	"2005"	1439475
	"78 years"	"78"	"2006"	"2006"	1441641
	"78 years"	"78"	"2007"	"2007"	1414814
	"78 years"	"78"	"2008"	"2008"	1464084
	"78 years"	"78"	"2009"	"2009"	1417539
	"78 years"	"78"	"2010"	"2010"	1402238
	"78 years"	"78"	"2011"	"2011"	1394555
	"78 years"	"78"	"2012"	"2012"	1378285
	"78 years"	"78"	"2013"	"2013"	1471805
	"78 years"	"78"	"2014"	"2014"	1480901
	"78 years"	"78"	"2015"	"2015"	1500034
	"78 years"	"78"	"2016"	"2016"	1578915
	"79 years"	"79"	"2000"	"2000"	1330049
	"79 years"	"79"	"2001"	"2001"	1346388
	"79 years"	"79"	"2002"	"2002"	1336099
	"79 years"	"79"	"2003"	"2003"	1366120
	"79 years"	"79"	"2004"	"2004"	1385977
	"79 years"	"79"	"2005"	"2005"	1357369
	"79 years"	"79"	"2006"	"2006"	1372532
	"79 years"	"79"	"2007"	"2007"	1375325
	"79 years"	"79"	"2008"	"2008"	1350299
	"79 years"	"79"	"2009"	"2009"	1398480
	"79 years"	"79"	"2010"	"2010"	1354969
	"79 years"	"79"	"2011"	"2011"	1343699
	"79 years"	"79"	"2012"	"2012"	1338166
	"79 years"	"79"	"2013"	"2013"	1321072
	"79 years"	"79"	"2014"	"2014"	1413829
	"79 years"	"79"	"2015"	"2015"	1421668
	"79 years"	"79"	"2016"	"2016"	1439937
	"80 years"	"80"	"2000"	"2000"	1229253
	"80 years"	"80"	"2001"	"2001"	1254832
	"80 years"	"80"	"2002"	"2002"	1269310
	"80 years"	"80"	"2003"	"2003"	1259724
	"80 years"	"80"	"2004"	"2004"	1286733
	"80 years"	"80"	"2005"	"2005"	1305661
	"80 years"	"80"	"2006"	"2006"	1278890
	"80 years"	"80"	"2007"	"2007"	1292775
	"80 years"	"80"	"2008"	"2008"	1294601
	"80 years"	"80"	"2009"	"2009"	1270444
	"80 years"	"80"	"2010"	"2010"	1319785
	"80 years"	"80"	"2011"	"2011"	1292440
	"80 years"	"80"	"2012"	"2012"	1283349
	"80 years"	"80"	"2013"	"2013"	1276943
	"80 years"	"80"	"2014"	"2014"	1263166
	"80 years"	"80"	"2015"	"2015"	1350946
	"80 years"	"80"	"2016"	"2016"	1358260
	"81 years"	"81"	"2000"	"2000"	1066141
	"81 years"	"81"	"2001"	"2001"	1154138
	"81 years"	"81"	"2002"	"2002"	1180698
	"81 years"	"81"	"2003"	"2003"	1196760
	"81 years"	"81"	"2004"	"2004"	1189534
	"81 years"	"81"	"2005"	"2005"	1218283
	"81 years"	"81"	"2006"	"2006"	1239927
	"81 years"	"81"	"2007"	"2007"	1216593
	"81 years"	"81"	"2008"	"2008"	1232307
	"81 years"	"81"	"2009"	"2009"	1236769
	"81 years"	"81"	"2010"	"2010"	1212658
	"81 years"	"81"	"2011"	"2011"	1252509
	"81 years"	"81"	"2012"	"2012"	1228116
	"81 years"	"81"	"2013"	"2013"	1218245
	"81 years"	"81"	"2014"	"2014"	1215270
	"81 years"	"81"	"2015"	"2015"	1200879
	"81 years"	"81"	"2016"	"2016"	1284298
	"82 years"	"82"	"2000"	"2000"	1002304
	"82 years"	"82"	"2001"	"2001"	993071
	"82 years"	"82"	"2002"	"2002"	1075053
	"82 years"	"82"	"2003"	"2003"	1100969
	"82 years"	"82"	"2004"	"2004"	1115106
	"82 years"	"82"	"2005"	"2005"	1109756
	"82 years"	"82"	"2006"	"2006"	1138135
	"82 years"	"82"	"2007"	"2007"	1158822
	"82 years"	"82"	"2008"	"2008"	1136851
	"82 years"	"82"	"2009"	"2009"	1152248
	"82 years"	"82"	"2010"	"2010"	1158406
	"82 years"	"82"	"2011"	"2011"	1143978
	"82 years"	"82"	"2012"	"2012"	1183618
	"82 years"	"82"	"2013"	"2013"	1158980
	"82 years"	"82"	"2014"	"2014"	1152792
	"82 years"	"82"	"2015"	"2015"	1149073
	"82 years"	"82"	"2016"	"2016"	1135109
	"83 years"	"83"	"2000"	"2000"	884002
	"83 years"	"83"	"2001"	"2001"	927192
	"83 years"	"83"	"2002"	"2002"	919945
	"83 years"	"83"	"2003"	"2003"	997727
	"83 years"	"83"	"2004"	"2004"	1023151
	"83 years"	"83"	"2005"	"2005"	1038431
	"83 years"	"83"	"2006"	"2006"	1036784
	"83 years"	"83"	"2007"	"2007"	1065220
	"83 years"	"83"	"2008"	"2008"	1086404
	"83 years"	"83"	"2009"	"2009"	1067638
	"83 years"	"83"	"2010"	"2010"	1081498
	"83 years"	"83"	"2011"	"2011"	1085428
	"83 years"	"83"	"2012"	"2012"	1073792
	"83 years"	"83"	"2013"	"2013"	1109524
	"83 years"	"83"	"2014"	"2014"	1089519
	"83 years"	"83"	"2015"	"2015"	1082525
	"83 years"	"83"	"2016"	"2016"	1079082
	"84 years"	"84"	"2000"	"2000"	802840
	"84 years"	"84"	"2001"	"2001"	808972
	"84 years"	"84"	"2002"	"2002"	849397
	"84 years"	"84"	"2003"	"2003"	843416
	"84 years"	"84"	"2004"	"2004"	913980
	"84 years"	"84"	"2005"	"2005"	939062
	"84 years"	"84"	"2006"	"2006"	954381
	"84 years"	"84"	"2007"	"2007"	953666
	"84 years"	"84"	"2008"	"2008"	980196
	"84 years"	"84"	"2009"	"2009"	1000612
	"84 years"	"84"	"2010"	"2010"	987081
	"84 years"	"84"	"2011"	"2011"	1005469
	"84 years"	"84"	"2012"	"2012"	1011165
	"84 years"	"84"	"2013"	"2013"	998599
	"84 years"	"84"	"2014"	"2014"	1035483
	"84 years"	"84"	"2015"	"2015"	1015487
	"84 years"	"84"	"2016"	"2016"	1008890
	"85+ years"	"85+"	"2000"	"2000"	4262472
	"85+ years"	"85+"	"2001"	"2001"	4312494
	"85+ years"	"85+"	"2002"	"2002"	4368808
	"85+ years"	"85+"	"2003"	"2003"	4466176
	"85+ years"	"85+"	"2004"	"2004"	4545883
	"85+ years"	"85+"	"2005"	"2005"	4693299
	"85+ years"	"85+"	"2006"	"2006"	4865929
	"85+ years"	"85+"	"2007"	"2007"	5039545
	"85+ years"	"85+"	"2008"	"2008"	5195840
	"85+ years"	"85+"	"2009"	"2009"	5367301
	"85+ years"	"85+"	"2010"	"2010"	5543087
	"85+ years"	"85+"	"2011"	"2011"	5702114
	"85+ years"	"85+"	"2012"	"2012"	5878472
	"85+ years"	"85+"	"2013"	"2013"	6014394
	"85+ years"	"85+"	"2014"	"2014"	6154392
	"85+ years"	"85+"	"2015"	"2015"	6288513
	"85+ years"	"85+"	"2016"	"2016"	6380331
"---"
"Dataset: Bridged-Race Population Estimates 1990-2016"
"Query Parameters:"
"Yearly July 1st Estimates: 2000; 2001; 2002; 2003; 2004; 2005; 2006; 2007; 2008; 2009; 2010; 2011; 2012; 2013; 2014; 2015; 2016"
"Group By: Age; Yearly July 1st Estimates"
"Show Totals: False"
"Show Zero Values: False"
"Data Table: Default"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/bridged-race.html for more information."
"---"
"Query Date: Jun 15, 2021 4:16:17 AM"
"---"
"Suggested Citation: United States Department of Health and Human Services (US DHHS), Centers for Disease Control and Prevention"
"(CDC), National Center for Health Statistics (NCHS), Bridged-Race Population Estimates, United States July 1st resident"
"population by state, county, age, sex, bridged-race, and Hispanic origin. Compiled from 1990-1999 bridged-race intercensal"
"population estimates (released by NCHS on 7/26/2004); revised bridged-race 2000-2009 intercensal population estimates (released"
"by NCHS on 10/26/2012); and bridged-race Vintage 2016 (2010-2016) postcensal population estimates (released by NCHS on"
"6/26/2017). Available on CDC WONDER Online Database. Accessed at http://wonder.cdc.gov/bridged-race-v2016.html on Jun 15, 2021"
"4:16:17 AM"
"---"
Footnotes:
"1. Estimates for 1990-1999 are bridged-race intercensal population estimates of the July 1 resident population. Estimates for"
"2000-2009 are revised bridged-race intercensal estimates of the July 1 resident population. Estimates for 2010-2016 are"
"bridged-race Vintage 2016 postcensal estimates of the July 1 resident population. These estimates were prepared by the Census"
"Bureau in collaboration with NCHS."
"---"
Caveats:
