Year,Gender.Code,Ethnicity,rural_urban_class,attr,Education,source,measure1,measure2,scenario,method,Region,mean,lower,upper,min_age,max_age,measure3,agr_by
1990,All genders,"All, All Origins",Non metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",future threshold,di_gee_white,United States,1.85205355752314,1.76386053097442,1.91084890855562,65,150,proportion of disparity to Black or African American attributable,nation
1990,All genders,"All, All Origins",Non metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",NAAQS,di_gee,United States,-1.94482148211228,-1.74412489180486,-2.14551807241962,65,150,proportion of disparity to Black or African American attributable,nation
1990,All genders,"All, All Origins",Non metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",NAAQS,di_gee_white,United States,3.5238930578962,3.35608862656781,3.63576267878178,65,150,proportion of disparity to Black or African American attributable,nation
1990,All genders,"All, All Origins",Non metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",real,burnett,United States,11.5432983886343,8.77517842328812,14.2164751650098,65,150,proportion of disparity to Black or African American attributable,nation
1990,All genders,"All, All Origins",Non metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",real,di_gee,United States,-5.17549380801404,-4.76964318187393,-5.58134443415415,65,150,proportion of disparity to Black or African American attributable,nation
1990,All genders,"All, All Origins",Non metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",real,di_gee_white,United States,4.8521444231838,4.62108992684168,5.00618075407849,65,150,proportion of disparity to Black or African American attributable,nation
1990,All genders,"All, All Origins",Non metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",WHO,di_gee,United States,-1.08156855650949,-0.946546691605679,-1.21659042141329,65,150,proportion of disparity to Black or African American attributable,nation
1990,All genders,"All, All Origins",Non metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",WHO,di_gee_white,United States,2.78584741737014,2.65318801654299,2.87428701792157,65,150,proportion of disparity to Black or African American attributable,nation
1990,All genders,"All, All Origins",All,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",future threshold,di_gee,United States,25.6149716380158,24.3484017132693,26.8815415627622,65,150,proportion of disparity to Black or African American attributable,nation
1990,All genders,"All, All Origins",All,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",future threshold,di_gee_white,United States,2.17437876513052,2.07083691917193,2.24340666243624,65,150,proportion of disparity to Black or African American attributable,nation
1990,All genders,"All, All Origins",All,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",NAAQS,di_gee,United States,59.9184121969852,56.9624249968578,62.8743993971126,65,150,proportion of disparity to Black or African American attributable,nation
1990,All genders,"All, All Origins",All,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",NAAQS,di_gee_white,United States,5.32509809870072,5.07152199876251,5.49414883199269,65,150,proportion of disparity to Black or African American attributable,nation
1990,All genders,"All, All Origins",All,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",real,burnett,United States,22.7147247626631,17.4351082536706,27.70894990318,65,150,proportion of disparity to Black or African American attributable,nation
1990,All genders,"All, All Origins",All,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",real,di_gee,United States,136.103893641629,129.521965369332,142.685821913926,65,150,proportion of disparity to Black or African American attributable,nation
1990,All genders,"All, All Origins",All,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",real,di_gee_white,United States,16.7739300417875,15.975171468369,17.3064357573997,65,150,proportion of disparity to Black or African American attributable,nation
1990,All genders,"All, All Origins",All,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",WHO,di_gee,United States,42.7346228213823,40.6230537799891,44.8461918627756,65,150,proportion of disparity to Black or African American attributable,nation
1990,All genders,"All, All Origins",All,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",WHO,di_gee_white,United States,3.68080484307152,3.5055284219728,3.79765579047057,65,150,proportion of disparity to Black or African American attributable,nation
1990,All genders,American Indian or Alaska Native,Large metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",future threshold,di_gee,United States,8.010385967454,8.24580128254587,7.77497065236213,65,150,proportion of disparity to Black or African American attributable,nation
1990,All genders,American Indian or Alaska Native,Large metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",future threshold,di_gee_white,United States,1.89252264023621,1.80240251451066,1.95260272405322,65,150,proportion of disparity to Black or African American attributable,nation
1990,All genders,American Indian or Alaska Native,Large metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",NAAQS,di_gee,United States,18.752442506751,19.2630193503115,18.2418656631905,65,150,proportion of disparity to Black or African American attributable,nation
1990,All genders,American Indian or Alaska Native,Large metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",NAAQS,di_gee_white,United States,4.46759506362521,4.25485244154785,4.60942347834346,65,150,proportion of disparity to Black or African American attributable,nation
1990,All genders,American Indian or Alaska Native,Large metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",real,burnett,United States,16.5383862385324,12.6587616559713,20.2310629091054,65,150,proportion of disparity to Black or African American attributable,nation
1990,All genders,American Indian or Alaska Native,Large metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",real,di_gee,United States,43.0995056123934,43.6479636841736,42.5510475406133,65,150,proportion of disparity to Black or African American attributable,nation
1990,All genders,American Indian or Alaska Native,Large metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",real,di_gee_white,United States,10.8411894529127,10.3249423361074,11.1853541974497,65,150,proportion of disparity to Black or African American attributable,nation
1990,All genders,American Indian or Alaska Native,Large metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",WHO,di_gee,United States,13.3697757972235,13.7530095483709,12.986542046076,65,150,proportion of disparity to Black or African American attributable,nation
1990,All genders,American Indian or Alaska Native,Large metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",WHO,di_gee_white,United States,3.16760777482079,3.01676930935312,3.26816675179922,65,150,proportion of disparity to Black or African American attributable,nation
1990,All genders,American Indian or Alaska Native,Small-medium metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",future threshold,di_gee,United States,8.17433925411365,8.32172227614286,8.02695623208441,65,150,proportion of disparity to Black or African American attributable,nation
1990,All genders,American Indian or Alaska Native,Small-medium metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",future threshold,di_gee_white,United States,2.01640033442009,1.92038127087628,2.0804130434493,65,150,proportion of disparity to Black or African American attributable,nation
1990,All genders,American Indian or Alaska Native,Small-medium metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",NAAQS,di_gee,United States,19.2656684862049,19.4850023471367,19.0463346252731,65,150,proportion of disparity to Black or African American attributable,nation
1990,All genders,American Indian or Alaska Native,Small-medium metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",NAAQS,di_gee_white,United States,4.86974433474094,4.63785174737234,5.02433939298668,65,150,proportion of disparity to Black or African American attributable,nation
1990,All genders,American Indian or Alaska Native,Small-medium metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",real,burnett,United States,16.7159907127701,12.7838464263864,20.46528060719,65,150,proportion of disparity to Black or African American attributable,nation
1990,All genders,American Indian or Alaska Native,Small-medium metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",real,di_gee,United States,39.7215824216848,39.5351509128968,39.9080139304724,65,150,proportion of disparity to Black or African American attributable,nation
1990,All genders,American Indian or Alaska Native,Small-medium metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",real,di_gee_white,United States,10.6259744548978,10.1199756713313,10.9633069772755,65,150,proportion of disparity to Black or African American attributable,nation
1990,All genders,American Indian or Alaska Native,Small-medium metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",WHO,di_gee,United States,13.7010700310295,13.9050312654239,13.4971087966351,65,150,proportion of disparity to Black or African American attributable,nation
1990,All genders,American Indian or Alaska Native,Small-medium metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",WHO,di_gee_white,United States,3.41919643285457,3.25637755509959,3.52774235135788,65,150,proportion of disparity to Black or African American attributable,nation
1990,All genders,American Indian or Alaska Native,Non metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",future threshold,di_gee,United States,2.4171198719792,1.06868074291685,3.76555900104153,65,150,proportion of disparity to Black or African American attributable,nation
1990,All genders,American Indian or Alaska Native,Non metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",future threshold,di_gee_white,United States,1.8726974318215,1.78352136363953,1.93214814394282,65,150,proportion of disparity to Black or African American attributable,nation
1990,All genders,American Indian or Alaska Native,Non metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",NAAQS,di_gee,United States,5.30735823788417,2.29533715379199,8.31937932197635,65,150,proportion of disparity to Black or African American attributable,nation
1990,All genders,American Indian or Alaska Native,Non metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",NAAQS,di_gee_white,United States,4.15890324727103,3.96086023549622,4.29093192178756,65,150,proportion of disparity to Black or African American attributable,nation
1990,All genders,American Indian or Alaska Native,Non metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",real,burnett,United States,13.1704286328983,10.0362669648421,16.1816973825549,65,150,proportion of disparity to Black or African American attributable,nation
1990,All genders,American Indian or Alaska Native,Non metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",real,di_gee,United States,8.74372237911245,3.65366506917919,13.8337796890457,65,150,proportion of disparity to Black or African American attributable,nation
1990,All genders,American Indian or Alaska Native,Non metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",real,di_gee_white,United States,6.96890023493161,6.63704784279202,7.19013516302468,65,150,proportion of disparity to Black or African American attributable,nation
1990,All genders,American Indian or Alaska Native,Non metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",WHO,di_gee,United States,3.88797895598235,1.69716324498763,6.07879466697704,65,150,proportion of disparity to Black or African American attributable,nation
1990,All genders,American Indian or Alaska Native,Non metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",WHO,di_gee_white,United States,3.03228207528861,2.88788769075104,3.12854499831364,65,150,proportion of disparity to Black or African American attributable,nation
1990,All genders,American Indian or Alaska Native,All,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",future threshold,di_gee,United States,10.3911735234217,10.4737389487147,10.3086080981286,65,150,proportion of disparity to Black or African American attributable,nation
1990,All genders,American Indian or Alaska Native,All,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",future threshold,di_gee_white,United States,2.65932435816019,2.53268986491447,2.74374735365734,65,150,proportion of disparity to Black or African American attributable,nation
1990,All genders,American Indian or Alaska Native,All,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",NAAQS,di_gee,United States,24.3561470210789,24.4788290546366,24.2334649875212,65,150,proportion of disparity to Black or African American attributable,nation
1990,All genders,American Indian or Alaska Native,All,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",NAAQS,di_gee_white,United States,6.29822460590844,5.99830914848421,6.49816824419123,65,150,proportion of disparity to Black or African American attributable,nation
1990,All genders,American Indian or Alaska Native,All,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",real,burnett,United States,22.6441482038486,17.32654072422,27.7090618866909,65,150,proportion of disparity to Black or African American attributable,nation
1990,All genders,American Indian or Alaska Native,All,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",real,di_gee,United States,54.4501615531449,54.0837194685251,54.8166036377647,65,150,proportion of disparity to Black or African American attributable,nation
1990,All genders,American Indian or Alaska Native,All,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",real,di_gee_white,United States,14.6677139429981,13.9692513742839,15.1333556554742,65,150,proportion of disparity to Black or African American attributable,nation
1990,All genders,American Indian or Alaska Native,All,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",WHO,di_gee,United States,17.3641035197711,17.4793245217122,17.24888251783,65,150,proportion of disparity to Black or African American attributable,nation
1990,All genders,American Indian or Alaska Native,All,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",WHO,di_gee_white,United States,4.4647076114428,4.25210248708838,4.60644436101242,65,150,proportion of disparity to Black or African American attributable,nation
1990,All genders,Asian or Pacific Islander,Large metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",future threshold,di_gee,United States,10.7439151994977,10.9561376919133,10.5316927070822,65,150,proportion of disparity to Black or African American attributable,nation
1990,All genders,Asian or Pacific Islander,Large metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",future threshold,di_gee_white,United States,1.89068435626033,1.80065176786696,1.95070608185587,65,150,proportion of disparity to Black or African American attributable,nation
1990,All genders,Asian or Pacific Islander,Large metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",NAAQS,di_gee,United States,25.0644298112883,25.5501340433491,24.5787255792276,65,150,proportion of disparity to Black or African American attributable,nation
1990,All genders,Asian or Pacific Islander,Large metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",NAAQS,di_gee_white,United States,4.42967462212149,4.21873773535383,4.57029921329995,65,150,proportion of disparity to Black or African American attributable,nation
1990,All genders,Asian or Pacific Islander,Large metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",real,burnett,United States,16.1659293425772,12.3558913889285,19.8033578651154,65,150,proportion of disparity to Black or African American attributable,nation
1990,All genders,Asian or Pacific Islander,Large metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",real,di_gee,United States,55.222007643491,56.3943156040528,54.0496996829292,65,150,proportion of disparity to Black or African American attributable,nation
1990,All genders,Asian or Pacific Islander,Large metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",real,di_gee_white,United States,9.55366233126585,9.09872602977704,9.8569531989251,65,150,proportion of disparity to Black or African American attributable,nation
1990,All genders,Asian or Pacific Islander,Large metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",WHO,di_gee,United States,17.9077305370071,18.2600743488902,17.5553867251241,65,150,proportion of disparity to Black or African American attributable,nation
1990,All genders,Asian or Pacific Islander,Large metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",WHO,di_gee_white,United States,3.15413993987759,3.00394279988338,3.25427136654037,65,150,proportion of disparity to Black or African American attributable,nation
1990,All genders,Asian or Pacific Islander,Small-medium metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",future threshold,di_gee,United States,59.341784934657,58.1452277135897,60.5383421557241,65,150,proportion of disparity to Black or African American attributable,nation
1990,All genders,Asian or Pacific Islander,Small-medium metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",future threshold,di_gee_white,United States,15.2126989618865,14.4882847256062,15.6956417860734,65,150,proportion of disparity to Black or African American attributable,nation
1990,All genders,Asian or Pacific Islander,Small-medium metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",NAAQS,di_gee,United States,137.850135191909,135.028070133907,140.672200249912,65,150,proportion of disparity to Black or African American attributable,nation
1990,All genders,Asian or Pacific Islander,Small-medium metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",NAAQS,di_gee_white,United States,35.424427298615,33.7375498082049,36.5490122922219,65,150,proportion of disparity to Black or African American attributable,nation
1990,All genders,Asian or Pacific Islander,Small-medium metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",real,burnett,United States,108.84283500994,83.3371679957772,133.094886356625,65,150,proportion of disparity to Black or African American attributable,nation
1990,All genders,Asian or Pacific Islander,Small-medium metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",real,di_gee,United States,276.124866895225,269.8740033058,282.375730484647,65,150,proportion of disparity to Black or African American attributable,nation
1990,All genders,Asian or Pacific Islander,Small-medium metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",real,di_gee_white,United States,72.1622411129444,68.7259439170901,74.4531059101808,65,150,proportion of disparity to Black or African American attributable,nation
1990,All genders,Asian or Pacific Islander,Small-medium metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",WHO,di_gee,United States,98.754809322707,96.7556833005203,100.753935344894,65,150,proportion of disparity to Black or African American attributable,nation
1990,All genders,Asian or Pacific Islander,Small-medium metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",WHO,di_gee_white,United States,25.3323256451242,24.1260244239278,26.1365264592551,65,150,proportion of disparity to Black or African American attributable,nation
1990,All genders,Asian or Pacific Islander,Non metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",future threshold,di_gee,United States,7.89340655875418,7.78645253456247,8.00036058294592,65,150,proportion of disparity to Black or African American attributable,nation
1990,All genders,Asian or Pacific Islander,Non metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",future threshold,di_gee_white,United States,1.91840266926795,1.82705016120758,1.97930434130821,65,150,proportion of disparity to Black or African American attributable,nation
1990,All genders,Asian or Pacific Islander,Non metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",NAAQS,di_gee,United States,18.7776720961148,18.443898202588,19.1114459896413,65,150,proportion of disparity to Black or African American attributable,nation
1990,All genders,Asian or Pacific Islander,Non metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",NAAQS,di_gee_white,United States,4.72346709400318,4.49854008952684,4.87341843032075,65,150,proportion of disparity to Black or African American attributable,nation
1990,All genders,Asian or Pacific Islander,Non metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",real,burnett,United States,14.2734104719359,10.906842244938,17.4888793106633,65,150,proportion of disparity to Black or African American attributable,nation
1990,All genders,Asian or Pacific Islander,Non metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",real,di_gee,United States,35.0647942489918,34.1542977463079,35.9752907516754,65,150,proportion of disparity to Black or African American attributable,nation
1990,All genders,Asian or Pacific Islander,Non metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",real,di_gee_white,United States,9.39881500433038,8.95125238507656,9.69719008383294,65,150,proportion of disparity to Black or African American attributable,nation
1990,All genders,Asian or Pacific Islander,Non metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",WHO,di_gee,United States,13.2767959190841,13.0705115240062,13.4830803141618,65,150,proportion of disparity to Black or African American attributable,nation
1990,All genders,Asian or Pacific Islander,Non metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",WHO,di_gee_white,United States,3.27990879180838,3.12372265886512,3.38403288043722,65,150,proportion of disparity to Black or African American attributable,nation
1990,All genders,Asian or Pacific Islander,All,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",future threshold,di_gee,United States,7.90711795884111,8.05250168747141,7.76173423021078,65,150,proportion of disparity to Black or African American attributable,nation
1990,All genders,Asian or Pacific Islander,All,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",future threshold,di_gee_white,United States,1.413228763604,1.34593215581334,1.45809316879778,65,150,proportion of disparity to Black or African American attributable,nation
1990,All genders,Asian or Pacific Islander,All,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",NAAQS,di_gee,United States,18.4320865251864,18.7637467724628,18.10042627791,65,150,proportion of disparity to Black or African American attributable,nation
1990,All genders,Asian or Pacific Islander,All,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",NAAQS,di_gee_white,United States,3.30892200578159,3.15135429122053,3.41396714882225,65,150,proportion of disparity to Black or African American attributable,nation
1990,All genders,Asian or Pacific Islander,All,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",real,burnett,United States,11.4527291103146,8.75832137349708,14.0217794874881,65,150,proportion of disparity to Black or African American attributable,nation
1990,All genders,Asian or Pacific Islander,All,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",real,di_gee,United States,39.6792941986308,40.4714044637468,38.8871839335148,65,150,proportion of disparity to Black or African American attributable,nation
1990,All genders,Asian or Pacific Islander,All,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",real,di_gee_white,United States,6.96587225556699,6.63416405292097,7.187011057331,65,150,proportion of disparity to Black or African American attributable,nation
1990,All genders,Asian or Pacific Islander,All,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",WHO,di_gee,United States,13.175151007584,13.416340487243,12.9339615279249,65,150,proportion of disparity to Black or African American attributable,nation
1990,All genders,Asian or Pacific Islander,All,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",WHO,di_gee_white,United States,2.35690102547351,2.2446676433081,2.43172328025045,65,150,proportion of disparity to Black or African American attributable,nation
1990,All genders,White,Large metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",future threshold,di_gee,United States,30.7178210495658,29.4348592673999,32.1692800028824,65,150,proportion of disparity to Black or African American attributable,nation
1990,All genders,White,Large metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",future threshold,di_gee_white,United States,1.90385128682924,1.81319170174206,1.96429101022057,65,150,proportion of disparity to Black or African American attributable,nation
1990,All genders,White,Large metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",NAAQS,di_gee,United States,71.7545105943667,68.7564053852377,75.1418212745558,65,150,proportion of disparity to Black or African American attributable,nation
1990,All genders,White,Large metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",NAAQS,di_gee_white,United States,4.64010667938341,4.41914921846046,4.78741165333216,65,150,proportion of disparity to Black or African American attributable,nation
1990,All genders,White,Large metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",real,burnett,United States,21.7922845420025,16.7491119039828,26.5488849521894,65,150,proportion of disparity to Black or African American attributable,nation
1990,All genders,White,Large metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",real,di_gee,United States,165.911506787024,158.940778584165,173.641745426524,65,150,proportion of disparity to Black or African American attributable,nation
1990,All genders,White,Large metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",real,di_gee_white,United States,16.8956590810793,16.0911038867424,17.4320292106375,65,150,proportion of disparity to Black or African American attributable,nation
1990,All genders,White,Large metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",WHO,di_gee,United States,51.2223371566818,49.0827539641001,53.642055969494,65,150,proportion of disparity to Black or African American attributable,nation
