Year,Gender.Code,Ethnicity,svi_bin,attr,Education,source,measure1,measure2,scenario,method,rural_urban_class,Region,mean,lower,upper,min_age,max_age,measure3,agr_by
2000,All genders,"All, All Origins",All,attributable,666,National Vital Statistics System,Deaths,absolute number,future threshold,di_gee_white,Non metro,United States,6223.68368943385,5927.31779946082,6421.26094941588,25,150,value,nation
2000,All genders,"All, All Origins",All,attributable,666,National Vital Statistics System,Deaths,absolute number,real,di_gee,All,United States,126364.961265317,122902.90753202,129827.014998613,25,150,value,nation
2000,All genders,"All, All Origins",All,attributable,666,National Vital Statistics System,Deaths,absolute number,real,di_gee,Large metro,United States,75240.2561829807,73178.8793012552,77301.6330647061,25,150,value,nation
2000,All genders,"All, All Origins",All,attributable,666,National Vital Statistics System,Deaths,absolute number,real,di_gee,Small-medium metro,United States,34441.5051275176,33497.9022473116,35385.1080077235,25,150,value,nation
2000,All genders,"All, All Origins",All,attributable,666,National Vital Statistics System,Deaths,absolute number,real,di_gee,Non metro,United States,16683.1999548184,16226.1259834535,17140.2739261833,25,150,value,nation
2000,All genders,"All, All Origins",All,attributable,666,National Vital Statistics System,Deaths,absolute number,real,di_gee_white,All,United States,109054.692598835,103861.611998891,112516.746332131,25,150,value,nation
2000,All genders,"All, All Origins",All,attributable,666,National Vital Statistics System,Deaths,absolute number,real,di_gee_white,Large metro,United States,64933.3717743532,61841.306451765,66994.7486560787,25,150,value,nation
2000,All genders,"All, All Origins",All,attributable,666,National Vital Statistics System,Deaths,absolute number,real,di_gee_white,Small-medium metro,United States,29723.4907264878,28308.0864061789,30667.0936066937,25,150,value,nation
2000,All genders,"All, All Origins",All,attributable,666,National Vital Statistics System,Deaths,absolute number,real,di_gee_white,Non metro,United States,14397.830097994,13712.2191409467,14854.9040693589,25,150,value,nation
2000,All genders,"All, All Origins",All,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",NAAQS,di_gee,All,United States,35.7479433760029,34.7685476670713,36.7273390849345,25,150,value,nation
2000,All genders,"All, All Origins",All,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",NAAQS,di_gee,Large metro,United States,38.9003680136217,37.8346045063992,39.9661315208442,25,150,value,nation
2000,All genders,"All, All Origins",All,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",NAAQS,di_gee,Small-medium metro,United States,35.5856818809554,34.6107316924361,36.5606320694747,25,150,value,nation
2000,All genders,"All, All Origins",All,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",NAAQS,di_gee,Non metro,United States,32.8562098703675,31.9560397369327,33.7563800038022,25,150,value,nation
2000,All genders,"All, All Origins",All,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",NAAQS,di_gee_white,All,United States,30.8509648313449,29.3818712679476,31.8303605402765,25,150,value,nation
2000,All genders,"All, All Origins",All,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",NAAQS,di_gee_white,Large metro,United States,33.5715504775091,31.9729052166754,34.6373139847316,25,150,value,nation
2000,All genders,"All, All Origins",All,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",NAAQS,di_gee_white,Small-medium metro,United States,30.7109309383588,29.2485056555798,31.6858811268781,25,150,value,nation
2000,All genders,"All, All Origins",All,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",NAAQS,di_gee_white,Non metro,United States,28.3553592031938,27.0051040030418,29.2555293366286,25,150,value,nation
2000,All genders,"All, All Origins",All,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",WHO,di_gee,All,United States,27.3853940566475,26.6351092879722,28.1356788253227,25,150,value,nation
2000,All genders,"All, All Origins",All,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",WHO,di_gee,Large metro,United States,29.3838022579558,28.5787665796556,30.1888379362559,25,150,value,nation
2000,All genders,"All, All Origins",All,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",WHO,di_gee,Small-medium metro,United States,27.7259790361851,26.96636317218,28.4855949001902,25,150,value,nation
2000,All genders,"All, All Origins",All,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",WHO,di_gee,Non metro,United States,25.6680299557598,24.9647962583417,26.3712636531779,25,150,value,nation
2000,All genders,"All, All Origins",All,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",WHO,di_gee_white,All,United States,23.6339702132711,22.5085430602582,24.3842549819464,25,150,value,nation
2000,All genders,"All, All Origins",All,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",WHO,di_gee_white,Large metro,United States,25.358623866455,24.1510703490048,26.1636595447551,25,150,value,nation
2000,All genders,"All, All Origins",All,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",WHO,di_gee_white,Small-medium metro,United States,23.9278997161598,22.7884759201522,24.6875155801648,25,150,value,nation
2000,All genders,"All, All Origins",All,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",WHO,di_gee_white,Non metro,United States,22.1518614686694,21.0970109225423,22.8550951660875,25,150,value,nation
2000,All genders,"All, All Origins",All,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",future threshold,di_gee,All,United States,17.1299180043694,16.6606051823318,17.5992308264069,25,150,value,nation
2000,All genders,"All, All Origins",All,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",future threshold,di_gee,Large metro,United States,18.1301944626854,17.6334768061735,18.6269121191973,25,150,value,nation
2000,All genders,"All, All Origins",All,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",future threshold,di_gee,Small-medium metro,United States,17.5461672740275,17.0654503624103,18.0268841856447,25,150,value,nation
2000,All genders,"All, All Origins",All,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",future threshold,di_gee,Non metro,United States,16.4942509598209,16.0423536732505,16.9461482463914,25,150,value,nation
2000,All genders,"All, All Origins",All,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",future threshold,di_gee_white,All,United States,14.7833538941818,14.0793846611255,15.2526667162193,25,150,value,nation
2000,All genders,"All, All Origins",All,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",future threshold,di_gee_white,Large metro,United States,15.6466061801257,14.9015296953579,16.1433238366377,25,150,value,nation
2000,All genders,"All, All Origins",All,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",future threshold,di_gee_white,Small-medium metro,United States,15.1425827159415,14.4215073485157,15.6232996275587,25,150,value,nation
2000,All genders,"All, All Origins",All,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",future threshold,di_gee_white,Non metro,United States,14.2347645269687,13.5569185971131,14.6866618135392,25,150,value,nation
2000,All genders,"All, All Origins",All,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",real,di_gee,All,United States,45.5133054779209,44.2663656018135,46.7602453540283,25,150,value,nation
2000,All genders,"All, All Origins",All,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",real,di_gee,Large metro,United States,52.1007332991172,50.6733159484565,53.528150649778,25,150,value,nation
2000,All genders,"All, All Origins",All,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",real,di_gee,Small-medium metro,United States,42.6661869571861,41.4972503282221,43.8351235861501,25,150,value,nation
2000,All genders,"All, All Origins",All,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",real,di_gee,Non metro,United States,38.2240998113809,37.1768642001102,39.2713354226516,25,150,value,nation
2000,All genders,"All, All Origins",All,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",real,di_gee_white,All,United States,39.2786060973838,37.4081962832227,40.5255459734912,25,150,value,nation
2000,All genders,"All, All Origins",All,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",real,di_gee_white,Large metro,United States,44.9636465458135,42.8225205198225,46.3910638964742,25,150,value,nation
2000,All genders,"All, All Origins",All,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",real,di_gee_white,Small-medium metro,United States,36.8215038123661,35.0680988689201,37.9904404413301,25,150,value,nation
2000,All genders,"All, All Origins",All,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",real,di_gee_white,Non metro,United States,32.9879217550274,31.4170683381213,34.0351573662981,25,150,value,nation
2000,All genders,American Indian or Alaska Native,high svi,attributable,666,National Vital Statistics System,Deaths,absolute number,NAAQS,di_gee,All,United States,53.5769643022948,32.1461785813769,75.0077500232125,25,150,value,nation
2000,All genders,American Indian or Alaska Native,high svi,attributable,666,National Vital Statistics System,Deaths,absolute number,NAAQS,di_gee_white,All,United States,33.7534875104457,32.1461785813769,34.8250267964915,25,150,value,nation
2000,All genders,American Indian or Alaska Native,high svi,attributable,666,National Vital Statistics System,Deaths,absolute number,WHO,di_gee,All,United States,44.1883465203601,26.5130079122161,61.8636851285041,25,150,value,nation
2000,All genders,American Indian or Alaska Native,high svi,attributable,666,National Vital Statistics System,Deaths,absolute number,WHO,di_gee_white,All,United States,27.8386583078268,26.5130079122161,28.722425238234,25,150,value,nation
2000,All genders,American Indian or Alaska Native,high svi,attributable,666,National Vital Statistics System,Deaths,absolute number,future threshold,di_gee,All,United States,29.6512526729099,17.7907516037459,41.5117537420738,25,150,value,nation
2000,All genders,American Indian or Alaska Native,high svi,attributable,666,National Vital Statistics System,Deaths,absolute number,future threshold,di_gee_white,All,United States,18.6802891839332,17.7907516037459,19.2733142373914,25,150,value,nation
2000,All genders,American Indian or Alaska Native,high svi,attributable,666,National Vital Statistics System,Deaths,absolute number,real,di_gee,All,United States,60.8975580549422,36.5385348329653,85.2565812769189,25,150,value,nation
2000,All genders,American Indian or Alaska Native,high svi,attributable,666,National Vital Statistics System,Deaths,absolute number,real,di_gee_white,All,United States,38.3654615746135,36.5385348329653,39.5834127357124,25,150,value,nation
2000,All genders,American Indian or Alaska Native,high svi,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",NAAQS,di_gee,All,United States,35.4838725729345,21.2903235437607,49.6774216021082,25,150,value,nation
2000,All genders,American Indian or Alaska Native,high svi,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",NAAQS,di_gee_white,All,United States,22.3548397209487,21.2903235437607,23.0645171724074,25,150,value,nation
2000,All genders,American Indian or Alaska Native,high svi,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",WHO,di_gee,All,United States,29.3169939565251,17.5901963739151,41.0437915391351,25,150,value,nation
2000,All genders,American Indian or Alaska Native,high svi,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",WHO,di_gee_white,All,United States,18.4697061926108,17.5901963739151,19.0560460717413,25,150,value,nation
2000,All genders,American Indian or Alaska Native,high svi,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",future threshold,di_gee,All,United States,19.730609332753,11.8383655996518,27.6228530658541,25,150,value,nation
2000,All genders,American Indian or Alaska Native,high svi,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",future threshold,di_gee_white,All,United States,12.4302838796344,11.8383655996518,12.8248960662894,25,150,value,nation
2000,All genders,American Indian or Alaska Native,high svi,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",real,di_gee,All,United States,40.1961130958666,24.11766785752,56.2745583342132,25,150,value,nation
2000,All genders,American Indian or Alaska Native,high svi,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",real,di_gee_white,All,United States,25.3235512503959,24.11766785752,26.1274735123133,25,150,value,nation
2000,All genders,American Indian or Alaska Native,middle svi,attributable,666,National Vital Statistics System,Deaths,absolute number,NAAQS,di_gee,All,United States,113.016108647884,67.8096651887307,158.222552107038,25,150,value,nation
2000,All genders,American Indian or Alaska Native,middle svi,attributable,666,National Vital Statistics System,Deaths,absolute number,NAAQS,di_gee_white,All,United States,71.2001484481671,67.8096651887307,73.4604706211248,25,150,value,nation
2000,All genders,American Indian or Alaska Native,middle svi,attributable,666,National Vital Statistics System,Deaths,absolute number,WHO,di_gee,All,United States,92.1438826320637,55.2863295792382,129.001435684889,25,150,value,nation
2000,All genders,American Indian or Alaska Native,middle svi,attributable,666,National Vital Statistics System,Deaths,absolute number,WHO,di_gee_white,All,United States,58.0506460582,55.2863295792382,59.8935237108413,25,150,value,nation
2000,All genders,American Indian or Alaska Native,middle svi,attributable,666,National Vital Statistics System,Deaths,absolute number,future threshold,di_gee,All,United States,61.5896603422362,36.9537962053417,86.2255244791306,25,150,value,nation
2000,All genders,American Indian or Alaska Native,middle svi,attributable,666,National Vital Statistics System,Deaths,absolute number,future threshold,di_gee_white,All,United States,38.8014860156088,36.9537962053417,40.0332792224535,25,150,value,nation
2000,All genders,American Indian or Alaska Native,middle svi,attributable,666,National Vital Statistics System,Deaths,absolute number,real,di_gee,All,United States,127.060564487515,76.2363386925092,177.884790282521,25,150,value,nation
2000,All genders,American Indian or Alaska Native,middle svi,attributable,666,National Vital Statistics System,Deaths,absolute number,real,di_gee_white,All,United States,80.0481556271345,76.2363386925092,82.5893669168849,25,150,value,nation
2000,All genders,American Indian or Alaska Native,middle svi,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",NAAQS,di_gee,All,United States,30.7095716202442,18.4257429721465,42.9934002683417,25,150,value,nation
2000,All genders,American Indian or Alaska Native,middle svi,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",NAAQS,di_gee_white,All,United States,19.3470301207538,18.4257429721465,19.9612215531587,25,150,value,nation
2000,All genders,American Indian or Alaska Native,middle svi,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",WHO,di_gee,All,United States,24.975849470829,14.9855096824974,34.9661892591605,25,150,value,nation
