Year,Gender.Code,Ethnicity,svi_bin,rural_urban_class,attr,Education,source,svi_bin1,svi_bin2,svi_bin3,svi_bin4,scenario,method,measure1,measure2,Region,mean,lower,upper,min_age,max_age,measure3,agr_by
2000,All genders,"All, All Origins",All,Large metro,attributable,666,National Vital Statistics System,All,All,All,All,real,di_gee,Deaths,"age-adjusted rate per 100,000",United States,1.22128634738199,1.16162537717475,1.28094731758922,65,150,proportion of disparity to Black or African American attributable,nation
2000,All genders,"All, All Origins",All,Large metro,attributable,666,National Vital Statistics System,All,All,All,All,real,di_gee_white,Deaths,absolute number,United States,0.0516163384822455,0.0491584176021387,0.0532549524023168,65,150,proportion of disparity to Black or African American attributable,nation
2000,All genders,"All, All Origins",All,Large metro,attributable,666,National Vital Statistics System,All,All,All,All,real,di_gee_white,Deaths,"age-adjusted rate per 100,000",United States,0.129339118601315,0.123180112953633,0.133445122366436,65,150,proportion of disparity to Black or African American attributable,nation
2000,All genders,"All, All Origins",All,Large metro,attributable,666,National Vital Statistics System,All,All,All,All,real,GBD,Deaths,absolute number,United States,0.00355928398666411,0.0009393267571585,0.00875111967648021,65,150,proportion of disparity to Black or African American attributable,nation
2000,All genders,"All, All Origins",All,Large metro,attributable,666,National Vital Statistics System,All,All,All,All,real,GBD,Deaths,"age-adjusted rate per 100,000",United States,0.0297736143336973,0.0228349133227362,0.0384782386756581,65,150,proportion of disparity to Black or African American attributable,nation
2000,All genders,"All, All Origins",All,Large metro,attributable,666,National Vital Statistics System,All,All,All,All,real,burnett,Deaths,absolute number,United States,0.119826810239254,0.0911100535414568,0.147546159381833,65,150,proportion of disparity to Black or African American attributable,nation
2000,All genders,"All, All Origins",All,Large metro,attributable,666,National Vital Statistics System,All,All,All,All,real,burnett,Deaths,"age-adjusted rate per 100,000",United States,0.190249755203582,0.145586725497616,0.232767576240741,65,150,proportion of disparity to Black or African American attributable,nation
2000,All genders,"All, All Origins",All,Small-medium metro,attributable,666,National Vital Statistics System,All,All,All,All,real,di_gee,Deaths,absolute number,United States,0.0381620845952198,0.0373445387250316,0.0389796304654081,65,150,proportion of disparity to Black or African American attributable,nation
2000,All genders,"All, All Origins",All,Small-medium metro,attributable,666,National Vital Statistics System,All,All,All,All,real,di_gee,Deaths,"age-adjusted rate per 100,000",United States,0.910866368411256,0.867260196924767,0.954472539897752,65,150,proportion of disparity to Black or African American attributable,nation
2000,All genders,"All, All Origins",All,Small-medium metro,attributable,666,National Vital Statistics System,All,All,All,All,real,di_gee_white,Deaths,absolute number,United States,0.0409802974296315,0.0390288546948871,0.0422812592527944,65,150,proportion of disparity to Black or African American attributable,nation
2000,All genders,"All, All Origins",All,Small-medium metro,attributable,666,National Vital Statistics System,All,All,All,All,real,di_gee_white,Deaths,"age-adjusted rate per 100,000",United States,0.127890373347443,0.121800355568994,0.131950385199743,65,150,proportion of disparity to Black or African American attributable,nation
2000,All genders,"All, All Origins",All,Small-medium metro,attributable,666,National Vital Statistics System,All,All,All,All,real,GBD,Deaths,absolute number,United States,0.0047103673004524,0.00214716140972508,0.00867795366825904,65,150,proportion of disparity to Black or African American attributable,nation
2000,All genders,"All, All Origins",All,Small-medium metro,attributable,666,National Vital Statistics System,All,All,All,All,real,GBD,Deaths,"age-adjusted rate per 100,000",United States,0.0514124997561086,0.0536974392000459,0.0439739732216094,65,150,proportion of disparity to Black or African American attributable,nation
2000,All genders,"All, All Origins",All,Small-medium metro,attributable,666,National Vital Statistics System,All,All,All,All,real,burnett,Deaths,absolute number,United States,0.107923421226137,0.0819363176349419,0.133086313352488,65,150,proportion of disparity to Black or African American attributable,nation
2000,All genders,"All, All Origins",All,Small-medium metro,attributable,666,National Vital Statistics System,All,All,All,All,real,burnett,Deaths,"age-adjusted rate per 100,000",United States,0.193147646253311,0.147669406591182,0.236524895631675,65,150,proportion of disparity to Black or African American attributable,nation
2000,All genders,"All, All Origins",All,Non metro,attributable,666,National Vital Statistics System,All,All,All,All,real,di_gee,Deaths,absolute number,United States,0.0326848650827358,0.0319887751847514,0.0333809549807202,65,150,proportion of disparity to Black or African American attributable,nation
2000,All genders,"All, All Origins",All,Non metro,attributable,666,National Vital Statistics System,All,All,All,All,real,di_gee,Deaths,"age-adjusted rate per 100,000",United States,1.14962090770355,1.09496722270987,1.20427459269724,65,150,proportion of disparity to Black or African American attributable,nation
2000,All genders,"All, All Origins",All,Non metro,attributable,666,National Vital Statistics System,All,All,All,All,real,di_gee_white,Deaths,absolute number,United States,0.0352439042287546,0.0335656230750042,0.0363627583312548,65,150,proportion of disparity to Black or African American attributable,nation
2000,All genders,"All, All Origins",All,Non metro,attributable,666,National Vital Statistics System,All,All,All,All,real,di_gee_white,Deaths,"age-adjusted rate per 100,000",United States,0.174909665667942,0.166580633969468,0.180462353466925,65,150,proportion of disparity to Black or African American attributable,nation
2000,All genders,"All, All Origins",All,Non metro,attributable,666,National Vital Statistics System,All,All,All,All,real,GBD,Deaths,absolute number,United States,0.00820309021100013,0.00606421683175824,0.0108100826491856,65,150,proportion of disparity to Black or African American attributable,nation
2000,All genders,"All, All Origins",All,Non metro,attributable,666,National Vital Statistics System,All,All,All,All,real,GBD,Deaths,"age-adjusted rate per 100,000",United States,0.091795056255875,0.100355021123558,0.0803692933876227,65,150,proportion of disparity to Black or African American attributable,nation
2000,All genders,"All, All Origins",All,Non metro,attributable,666,National Vital Statistics System,All,All,All,All,real,burnett,Deaths,absolute number,United States,0.100547909462966,0.076278222830859,0.124085670946846,65,150,proportion of disparity to Black or African American attributable,nation
2000,All genders,"All, All Origins",All,Non metro,attributable,666,National Vital Statistics System,All,All,All,All,real,burnett,Deaths,"age-adjusted rate per 100,000",United States,0.253878866670359,0.194160996903932,0.310790958367263,65,150,proportion of disparity to Black or African American attributable,nation
2000,All genders,"All, All Origins",All,All,attributable,666,National Vital Statistics System,High SES,All,All,All,real,di_gee,Deaths,absolute number,United States,0.0444678517483288,0.0434017121271273,0.0455339913695301,65,150,proportion of disparity to Black or African American attributable,nation
2000,All genders,"All, All Origins",All,All,attributable,666,National Vital Statistics System,High SES,All,All,All,real,di_gee,Deaths,"age-adjusted rate per 100,000",United States,0.869254386442046,0.827415749741646,0.911093023142453,65,150,proportion of disparity to Black or African American attributable,nation
2000,All genders,"All, All Origins",All,All,attributable,666,National Vital Statistics System,High SES,All,All,All,real,di_gee_white,Deaths,absolute number,United States,0.0437460794302712,0.0416629327907346,0.0451348438566291,65,150,proportion of disparity to Black or African American attributable,nation
2000,All genders,"All, All Origins",All,All,attributable,666,National Vital Statistics System,High SES,All,All,All,real,di_gee_white,Deaths,"age-adjusted rate per 100,000",United States,0.114122735618329,0.108688319636504,0.117745679606212,65,150,proportion of disparity to Black or African American attributable,nation
2000,All genders,"All, All Origins",All,All,attributable,666,National Vital Statistics System,High SES,All,All,All,real,GBD,Deaths,absolute number,United States,0.00408080760536182,0.00164277926971531,0.00824877206685859,65,150,proportion of disparity to Black or African American attributable,nation
2000,All genders,"All, All Origins",All,All,attributable,666,National Vital Statistics System,High SES,All,All,All,real,GBD,Deaths,"age-adjusted rate per 100,000",United States,0.0381434392011664,0.0378474554289292,0.0338758229297611,65,150,proportion of disparity to Black or African American attributable,nation
2000,All genders,"All, All Origins",All,All,attributable,666,National Vital Statistics System,High SES,All,All,All,real,burnett,Deaths,absolute number,United States,0.111187925376275,0.0844478072220958,0.13705893868695,65,150,proportion of disparity to Black or African American attributable,nation
2000,All genders,"All, All Origins",All,All,attributable,666,National Vital Statistics System,High SES,All,All,All,real,burnett,Deaths,"age-adjusted rate per 100,000",United States,0.178049080734441,0.136091400838597,0.218091978499597,65,150,proportion of disparity to Black or African American attributable,nation
2000,All genders,"All, All Origins",All,All,attributable,666,National Vital Statistics System,Middle SES,All,All,All,real,di_gee,Deaths,absolute number,United States,0.0356935818135593,0.0350992718985207,0.0362878917285974,65,150,proportion of disparity to Black or African American attributable,nation
2000,All genders,"All, All Origins",All,All,attributable,666,National Vital Statistics System,Middle SES,All,All,All,real,di_gee,Deaths,"age-adjusted rate per 100,000",United States,1.24906270746425,1.18886851615182,1.30925689877667,65,150,proportion of disparity to Black or African American attributable,nation
2000,All genders,"All, All Origins",All,All,attributable,666,National Vital Statistics System,Middle SES,All,All,All,real,di_gee_white,Deaths,absolute number,United States,0.0443413433708673,0.0422298508293974,0.0457490050651805,65,150,proportion of disparity to Black or African American attributable,nation
2000,All genders,"All, All Origins",All,All,attributable,666,National Vital Statistics System,Middle SES,All,All,All,real,di_gee_white,Deaths,"age-adjusted rate per 100,000",United States,0.161348783732661,0.15366550831682,0.166470967343223,65,150,proportion of disparity to Black or African American attributable,nation
2000,All genders,"All, All Origins",All,All,attributable,666,National Vital Statistics System,Middle SES,All,All,All,real,GBD,Deaths,absolute number,United States,0.00472371183873965,0.00207743420346976,0.00948865683634903,65,150,proportion of disparity to Black or African American attributable,nation
2000,All genders,"All, All Origins",All,All,attributable,666,National Vital Statistics System,Middle SES,All,All,All,real,GBD,Deaths,"age-adjusted rate per 100,000",United States,0.033970099656232,0.027907942452714,0.0432948960945354,65,150,proportion of disparity to Black or African American attributable,nation
2000,All genders,"All, All Origins",All,All,attributable,666,National Vital Statistics System,Middle SES,All,All,All,real,burnett,Deaths,absolute number,United States,0.111695326839327,0.0848439794127262,0.137667094221804,65,150,proportion of disparity to Black or African American attributable,nation
2000,All genders,"All, All Origins",All,All,attributable,666,National Vital Statistics System,Middle SES,All,All,All,real,burnett,Deaths,"age-adjusted rate per 100,000",United States,0.228946517478764,0.1752882118877,0.279965989659021,65,150,proportion of disparity to Black or African American attributable,nation
2000,All genders,"All, All Origins",All,All,attributable,666,National Vital Statistics System,Low SES,All,All,All,real,di_gee,Deaths,absolute number,United States,0.0353167447900095,0.034953920263803,0.0356795693162163,65,150,proportion of disparity to Black or African American attributable,nation
2000,All genders,"All, All Origins",All,All,attributable,666,National Vital Statistics System,Low SES,All,All,All,real,di_gee,Deaths,"age-adjusted rate per 100,000",United States,1.89161002434905,1.79806049235585,1.98515955634226,65,150,proportion of disparity to Black or African American attributable,nation
2000,All genders,"All, All Origins",All,All,attributable,666,National Vital Statistics System,Low SES,All,All,All,real,di_gee_white,Deaths,absolute number,United States,0.0518210035560419,0.0493533367200399,0.0534661147800432,65,150,proportion of disparity to Black or African American attributable,nation
2000,All genders,"All, All Origins",All,All,attributable,666,National Vital Statistics System,Low SES,All,All,All,real,di_gee_white,Deaths,"age-adjusted rate per 100,000",United States,0.160005191434572,0.152385896604356,0.165084721321384,65,150,proportion of disparity to Black or African American attributable,nation
2000,All genders,"All, All Origins",All,All,attributable,666,National Vital Statistics System,Low SES,All,All,All,real,GBD,Deaths,absolute number,United States,0.00661276629741944,0.00413089345324316,0.0106601501304349,65,150,proportion of disparity to Black or African American attributable,nation
2000,All genders,"All, All Origins",All,All,attributable,666,National Vital Statistics System,Low SES,All,All,All,real,GBD,Deaths,"age-adjusted rate per 100,000",United States,0.0613920697901342,0.0616833705311937,0.062946406839287,65,150,proportion of disparity to Black or African American attributable,nation
2000,All genders,"All, All Origins",All,All,attributable,666,National Vital Statistics System,Low SES,All,All,All,real,burnett,Deaths,absolute number,United States,0.118611048883773,0.0902100361017821,0.146011012505441,65,150,proportion of disparity to Black or African American attributable,nation
2000,All genders,"All, All Origins",All,All,attributable,666,National Vital Statistics System,Low SES,All,All,All,real,burnett,Deaths,"age-adjusted rate per 100,000",United States,0.226415717139912,0.173208997698963,0.277092717160252,65,150,proportion of disparity to Black or African American attributable,nation
2000,All genders,"All, All Origins",All,All,attributable,666,National Vital Statistics System,All,High HC,All,All,real,di_gee,Deaths,absolute number,United States,0.0450403925871823,0.0439743290296257,0.0461064561447386,65,150,proportion of disparity to Black or African American attributable,nation
2000,All genders,"All, All Origins",All,All,attributable,666,National Vital Statistics System,All,High HC,All,All,real,di_gee,Deaths,"age-adjusted rate per 100,000",United States,0.952137672565716,0.906371398024496,0.997903947106936,65,150,proportion of disparity to Black or African American attributable,nation
2000,All genders,"All, All Origins",All,All,attributable,666,National Vital Statistics System,All,High HC,All,All,real,di_gee_white,Deaths,absolute number,United States,0.0447964422154747,0.0426632783004522,0.0462185514921565,65,150,proportion of disparity to Black or African American attributable,nation
2000,All genders,"All, All Origins",All,All,attributable,666,National Vital Statistics System,All,High HC,All,All,real,di_gee_white,Deaths,"age-adjusted rate per 100,000",United States,0.127180699702878,0.121124475907503,0.131218182233128,65,150,proportion of disparity to Black or African American attributable,nation
2000,All genders,"All, All Origins",All,All,attributable,666,National Vital Statistics System,All,High HC,All,All,real,GBD,Deaths,absolute number,United States,0.00436925207409862,0.00187475695377902,0.00865057924713502,65,150,proportion of disparity to Black or African American attributable,nation
2000,All genders,"All, All Origins",All,All,attributable,666,National Vital Statistics System,All,High HC,All,All,real,GBD,Deaths,"age-adjusted rate per 100,000",United States,0.0403706233555194,0.038937541776615,0.0380113165792122,65,150,proportion of disparity to Black or African American attributable,nation
2000,All genders,"All, All Origins",All,All,attributable,666,National Vital Statistics System,All,High HC,All,All,real,burnett,Deaths,absolute number,United States,0.112035227384586,0.0851084652076164,0.138076032913238,65,150,proportion of disparity to Black or African American attributable,nation
2000,All genders,"All, All Origins",All,All,attributable,666,National Vital Statistics System,All,High HC,All,All,real,burnett,Deaths,"age-adjusted rate per 100,000",United States,0.189768728887356,0.145147598506737,0.232290257007271,65,150,proportion of disparity to Black or African American attributable,nation
2000,All genders,"All, All Origins",All,All,attributable,666,National Vital Statistics System,All,Middle HC,All,All,real,di_gee,Deaths,absolute number,United States,0.0386164569242145,0.0378176159966391,0.0394152978517897,65,150,proportion of disparity to Black or African American attributable,nation
2000,All genders,"All, All Origins",All,All,attributable,666,National Vital Statistics System,All,Middle HC,All,All,real,di_gee,Deaths,"age-adjusted rate per 100,000",United States,1.05788363048469,1.00703261502481,1.10873464594458,65,150,proportion of disparity to Black or African American attributable,nation
2000,All genders,"All, All Origins",All,All,attributable,666,National Vital Statistics System,All,Middle HC,All,All,real,di_gee_white,Deaths,absolute number,United States,0.0424718481931578,0.0404493792315789,0.0438201608342103,65,150,proportion of disparity to Black or African American attributable,nation
2000,All genders,"All, All Origins",All,All,attributable,666,National Vital Statistics System,All,Middle HC,All,All,real,di_gee_white,Deaths,"age-adjusted rate per 100,000",United States,0.141239811441615,0.134514106134873,0.145723614979445,65,150,proportion of disparity to Black or African American attributable,nation
2000,All genders,"All, All Origins",All,All,attributable,666,National Vital Statistics System,All,Middle HC,All,All,real,GBD,Deaths,absolute number,United States,0.00471290908384298,0.00227285092972396,0.0089323278252974,65,150,proportion of disparity to Black or African American attributable,nation
2000,All genders,"All, All Origins",All,All,attributable,666,National Vital Statistics System,All,Middle HC,All,All,real,GBD,Deaths,"age-adjusted rate per 100,000",United States,0.0326530104713644,0.0285915720339364,0.0381897669947389,65,150,proportion of disparity to Black or African American attributable,nation
2000,All genders,"All, All Origins",All,All,attributable,666,National Vital Statistics System,All,Middle HC,All,All,real,burnett,Deaths,absolute number,United States,0.110096159581608,0.0835997635992856,0.135743268625537,65,150,proportion of disparity to Black or African American attributable,nation
2000,All genders,"All, All Origins",All,All,attributable,666,National Vital Statistics System,All,Middle HC,All,All,real,burnett,Deaths,"age-adjusted rate per 100,000",United States,0.208887458310435,0.159816348662692,0.255619376119488,65,150,proportion of disparity to Black or African American attributable,nation
2000,All genders,"All, All Origins",All,All,attributable,666,National Vital Statistics System,All,Low HC,All,All,real,di_gee,Deaths,absolute number,United States,0.0336706849049272,0.0333474593315206,0.0339939104783336,65,150,proportion of disparity to Black or African American attributable,nation
2000,All genders,"All, All Origins",All,All,attributable,666,National Vital Statistics System,All,Low HC,All,All,real,di_gee,Deaths,"age-adjusted rate per 100,000",United States,1.59622671515116,1.51785025006357,1.67460318023875,65,150,proportion of disparity to Black or African American attributable,nation
2000,All genders,"All, All Origins",All,All,attributable,666,National Vital Statistics System,All,Low HC,All,All,real,di_gee_white,Deaths,absolute number,United States,0.0502063839885907,0.0478156037986579,0.0518002374485458,65,150,proportion of disparity to Black or African American attributable,nation
2000,All genders,"All, All Origins",All,All,attributable,666,National Vital Statistics System,All,Low HC,All,All,real,di_gee_white,Deaths,"age-adjusted rate per 100,000",United States,0.154954961874506,0.147576154166197,0.159874167013379,65,150,proportion of disparity to Black or African American attributable,nation
2000,All genders,"All, All Origins",All,All,attributable,666,National Vital Statistics System,All,Low HC,All,All,real,GBD,Deaths,absolute number,United States,0.00537264707078099,0.00271963104060993,0.00999980150616168,65,150,proportion of disparity to Black or African American attributable,nation
2000,All genders,"All, All Origins",All,All,attributable,666,National Vital Statistics System,All,Low HC,All,All,real,GBD,Deaths,"age-adjusted rate per 100,000",United States,0.0523835529075376,0.0503788981791259,0.0559041563593901,65,150,proportion of disparity to Black or African American attributable,nation
2000,All genders,"All, All Origins",All,All,attributable,666,National Vital Statistics System,All,Low HC,All,All,real,burnett,Deaths,absolute number,United States,0.117147581848377,0.089073299280041,0.14424709525263,65,150,proportion of disparity to Black or African American attributable,nation
2000,All genders,"All, All Origins",All,All,attributable,666,National Vital Statistics System,All,Low HC,All,All,real,burnett,Deaths,"age-adjusted rate per 100,000",United States,0.221779533343825,0.169697711944717,0.271364879127645,65,150,proportion of disparity to Black or African American attributable,nation
2000,All genders,"All, All Origins",All,All,attributable,666,National Vital Statistics System,All,All,High MS,All,real,di_gee,Deaths,absolute number,United States,0.0441906113803053,0.0430112671361988,0.0453699556244114,65,150,proportion of disparity to Black or African American attributable,nation
2000,All genders,"All, All Origins",All,All,attributable,666,National Vital Statistics System,All,All,High MS,All,real,di_gee,Deaths,"age-adjusted rate per 100,000",United States,0.878930050226553,0.83709538535369,0.920764715099416,65,150,proportion of disparity to Black or African American attributable,nation
2000,All genders,"All, All Origins",All,All,attributable,666,National Vital Statistics System,All,All,High MS,All,real,di_gee_white,Deaths,absolute number,United States,0.0392437212555666,0.0373749726243493,0.0404895536763783,65,150,proportion of disparity to Black or African American attributable,nation
2000,All genders,"All, All Origins",All,All,attributable,666,National Vital Statistics System,All,All,High MS,All,real,di_gee_white,Deaths,"age-adjusted rate per 100,000",United States,0.131968163511345,0.1256839652489,0.136157629019642,65,150,proportion of disparity to Black or African American attributable,nation
2000,All genders,"All, All Origins",All,All,attributable,666,National Vital Statistics System,All,All,High MS,All,real,GBD,Deaths,absolute number,United States,0.00815138200990574,0.00572510251903925,0.011447883936021,65,150,proportion of disparity to Black or African American attributable,nation
2000,All genders,"All, All Origins",All,All,attributable,666,National Vital Statistics System,All,All,High MS,All,real,GBD,Deaths,"age-adjusted rate per 100,000",United States,0.0916110794259989,0.103004941709841,0.0756745362545129,65,150,proportion of disparity to Black or African American attributable,nation
2000,All genders,"All, All Origins",All,All,attributable,666,National Vital Statistics System,All,All,High MS,All,real,burnett,Deaths,absolute number,United States,0.106375098436464,0.0807376174053463,0.131214309931753,65,150,proportion of disparity to Black or African American attributable,nation
2000,All genders,"All, All Origins",All,All,attributable,666,National Vital Statistics System,All,All,High MS,All,real,burnett,Deaths,"age-adjusted rate per 100,000",United States,0.202058842476635,0.154466199460796,0.247462304957894,65,150,proportion of disparity to Black or African American attributable,nation
2000,All genders,"All, All Origins",All,All,attributable,666,National Vital Statistics System,All,All,Middle MS,All,real,di_gee,Deaths,absolute number,United States,0.0424188004820986,0.041446355482239,0.0433912454819579,65,150,proportion of disparity to Black or African American attributable,nation
2000,All genders,"All, All Origins",All,All,attributable,666,National Vital Statistics System,All,All,Middle MS,All,real,di_gee,Deaths,"age-adjusted rate per 100,000",United States,1.04398681850921,0.993733819778152,1.09423981724026,65,150,proportion of disparity to Black or African American attributable,nation
2000,All genders,"All, All Origins",All,All,attributable,666,National Vital Statistics System,All,All,Middle MS,All,real,di_gee_white,Deaths,absolute number,United States,0.0433030966340302,0.0412410444133622,0.0446777981144756,65,150,proportion of disparity to Black or African American attributable,nation
2000,All genders,"All, All Origins",All,All,attributable,666,National Vital Statistics System,All,All,Middle MS,All,real,di_gee_white,Deaths,"age-adjusted rate per 100,000",United States,0.136914658734426,0.130394913080406,0.141261155837106,65,150,proportion of disparity to Black or African American attributable,nation
2000,All genders,"All, All Origins",All,All,attributable,666,National Vital Statistics System,All,All,Middle MS,All,real,GBD,Deaths,absolute number,United States,0.00625649807673489,0.00340922263957786,0.0105380249459905,65,150,proportion of disparity to Black or African American attributable,nation
2000,All genders,"All, All Origins",All,All,attributable,666,National Vital Statistics System,All,All,Middle MS,All,real,GBD,Deaths,"age-adjusted rate per 100,000",United States,0.0786615787359923,0.0865418418566952,0.0639510652783506,65,150,proportion of disparity to Black or African American attributable,nation
2000,All genders,"All, All Origins",All,All,attributable,666,National Vital Statistics System,All,All,Middle MS,All,real,burnett,Deaths,absolute number,United States,0.110576239154651,0.0839774071878758,0.136314125134003,65,150,proportion of disparity to Black or African American attributable,nation
2000,All genders,"All, All Origins",All,All,attributable,666,National Vital Statistics System,All,All,Middle MS,All,real,burnett,Deaths,"age-adjusted rate per 100,000",United States,0.205114759850979,0.156835803538154,0.251151339981948,65,150,proportion of disparity to Black or African American attributable,nation
2000,All genders,"All, All Origins",All,All,attributable,666,National Vital Statistics System,All,All,Low MS,All,real,di_gee,Deaths,absolute number,United States,0.0378871332094206,0.0372710976522003,0.0385031687666408,65,150,proportion of disparity to Black or African American attributable,nation
