Year,Gender.Code,Ethnicity,rural_urban_class,attr,Education,source,measure1,measure2,scenario,method,Region,mean,lower,upper,min_age,max_age,measure3,agr_by
1990,All genders,"All, All Origins",Non metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",future threshold,di_gee,United States,0.411021369423127,0.399760509986877,0.422282228859377,65,150,value,nation
1990,All genders,"All, All Origins",Non metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",future threshold,di_gee_white,United States,0.354717072241877,0.337825783087502,0.365977931678127,65,150,value,nation
1990,All genders,"All, All Origins",Non metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",NAAQS,di_gee,United States,0.851347118728718,0.82802254013341,0.874671697324025,65,150,value,nation
1990,All genders,"All, All Origins",Non metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",NAAQS,di_gee_white,United States,0.734724225752181,0.69973735785922,0.758048804347488,65,150,value,nation
1990,All genders,"All, All Origins",Non metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",real,burnett,United States,2.34544865758768,1.78571066417845,2.88426974521338,65,150,value,nation
1990,All genders,"All, All Origins",Non metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",real,di_gee,United States,1.32883023127719,1.29242392357096,1.36523653898341,65,150,value,nation
1990,All genders,"All, All Origins",Non metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",real,di_gee_white,United States,1.14679869274607,1.09218923118673,1.18320500045229,65,150,value,nation
1990,All genders,"All, All Origins",Non metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",WHO,di_gee,United States,0.644456329577811,0.626799991781158,0.662112667374463,65,150,value,nation
1990,All genders,"All, All Origins",Non metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",WHO,di_gee_white,United States,0.556174640594549,0.529690133899571,0.573830978391201,65,150,value,nation
1990,All genders,"All, All Origins",All,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",future threshold,di_gee,United States,9.77937795040181,9.5114497873771,10.0473061134265,65,150,value,nation
1990,All genders,"All, All Origins",All,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",future threshold,di_gee_white,United States,8.43973713527827,8.03784489074122,8.70766529830298,65,150,value,nation
1990,All genders,"All, All Origins",All,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",NAAQS,di_gee,United States,22.4576521186783,21.8423739784406,23.0729302589161,65,150,value,nation
1990,All genders,"All, All Origins",All,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",NAAQS,di_gee_white,United States,19.3812614174895,18.4583442071329,19.9965395577273,65,150,value,nation
1990,All genders,"All, All Origins",All,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",real,burnett,United States,63.5229065017792,48.4952408273442,77.9064615656758,65,150,value,nation
1990,All genders,"All, All Origins",All,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",real,di_gee,United States,42.819518413072,41.6463809223029,43.9926559038411,65,150,value,nation
1990,All genders,"All, All Origins",All,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",real,di_gee_white,United States,36.9538309592265,35.1941247230729,38.1269684499956,65,150,value,nation
1990,All genders,"All, All Origins",All,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",WHO,di_gee,United States,16.2222288597401,15.7777842334458,16.6666734860343,65,150,value,nation
1990,All genders,"All, All Origins",All,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",WHO,di_gee_white,United States,14.0000057282688,13.3333387888275,14.4444503545631,65,150,value,nation
1990,All genders,American Indian or Alaska Native,Large metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",future threshold,di_gee,United States,7.59823710618712,4.55894226371227,10.637531948662,65,150,value,nation
1990,All genders,American Indian or Alaska Native,Large metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",future threshold,di_gee_white,United States,4.78688937689788,4.55894226371227,4.93885411902162,65,150,value,nation
1990,All genders,American Indian or Alaska Native,Large metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",NAAQS,di_gee,United States,17.2584224729326,10.3550534837595,24.1617914621056,65,150,value,nation
1990,All genders,American Indian or Alaska Native,Large metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",NAAQS,di_gee_white,United States,10.8728061579475,10.3550534837595,11.2179746074062,65,150,value,nation
1990,All genders,American Indian or Alaska Native,Large metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",real,burnett,United States,34.5756033767081,26.3849826447466,42.4222571443379,65,150,value,nation
1990,All genders,American Indian or Alaska Native,Large metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",real,di_gee,United States,31.5060978856751,18.9036587314051,44.1085370399451,65,150,value,nation
1990,All genders,American Indian or Alaska Native,Large metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",real,di_gee_white,United States,19.8488416679753,18.9036587314051,20.4789636256888,65,150,value,nation
1990,All genders,American Indian or Alaska Native,Large metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",WHO,di_gee,United States,12.5554080226756,7.53324481360537,17.5775712317458,65,150,value,nation
1990,All genders,American Indian or Alaska Native,Large metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",WHO,di_gee_white,United States,7.90990705428563,7.53324481360537,8.16101521473915,65,150,value,nation
1990,All genders,American Indian or Alaska Native,Small-medium metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",future threshold,di_gee,United States,4.33349641625851,2.6000978497551,6.06689498276191,65,150,value,nation
1990,All genders,American Indian or Alaska Native,Small-medium metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",future threshold,di_gee_white,United States,2.73010274224286,2.6000978497551,2.81677267056803,65,150,value,nation
1990,All genders,American Indian or Alaska Native,Small-medium metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",NAAQS,di_gee,United States,9.10618604799996,5.46371162879997,12.7486604671999,65,150,value,nation
1990,All genders,American Indian or Alaska Native,Small-medium metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",NAAQS,di_gee_white,United States,5.73689721023996,5.46371162879997,5.91902093119996,65,150,value,nation
1990,All genders,American Indian or Alaska Native,Small-medium metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",real,burnett,United States,17.9629955657291,13.6638665246674,22.1094080850008,65,150,value,nation
1990,All genders,American Indian or Alaska Native,Small-medium metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",real,di_gee,United States,13.2517193007571,7.95103158045427,18.5524070210599,65,150,value,nation
1990,All genders,American Indian or Alaska Native,Small-medium metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",real,di_gee_white,United States,8.34858315947697,7.95103158045427,8.61361754549212,65,150,value,nation
1990,All genders,American Indian or Alaska Native,Small-medium metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",WHO,di_gee,United States,6.89093533580811,4.13456120148487,9.64730947013135,65,150,value,nation
1990,All genders,American Indian or Alaska Native,Small-medium metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",WHO,di_gee_white,United States,4.34128926155911,4.13456120148487,4.47910796827527,65,150,value,nation
1990,All genders,American Indian or Alaska Native,Non metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",future threshold,di_gee,United States,1.50652989728797,0.90391793837278,2.10914185620315,65,150,value,nation
1990,All genders,American Indian or Alaska Native,Non metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",future threshold,di_gee_white,United States,0.949113835291418,0.90391793837278,0.979244433237177,65,150,value,nation
1990,All genders,American Indian or Alaska Native,Non metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",NAAQS,di_gee,United States,3.36996007465938,2.02197604479563,4.71794410452312,65,150,value,nation
1990,All genders,American Indian or Alaska Native,Non metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",NAAQS,di_gee_white,United States,2.12307484703541,2.02197604479563,2.19047404852859,65,150,value,nation
1990,All genders,American Indian or Alaska Native,Non metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",real,burnett,United States,6.69758085200462,5.10462170250268,8.2275332302507,65,150,value,nation
1990,All genders,American Indian or Alaska Native,Non metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",real,di_gee,United States,5.70674856334607,3.42404913800764,7.9894479886845,65,150,value,nation
1990,All genders,American Indian or Alaska Native,Non metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",real,di_gee_white,United States,3.59525159490802,3.42404913800764,3.70938656617494,65,150,value,nation
1990,All genders,American Indian or Alaska Native,Non metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",WHO,di_gee,United States,2.44971711922276,1.46983027153365,3.42960396691186,65,150,value,nation
1990,All genders,American Indian or Alaska Native,Non metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",WHO,di_gee_white,United States,1.54332178511034,1.46983027153365,1.59231612749479,65,150,value,nation
1990,All genders,American Indian or Alaska Native,All,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",future threshold,di_gee,United States,4.38232185435811,2.62939311261487,6.13525059610135,65,150,value,nation
1990,All genders,American Indian or Alaska Native,All,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",future threshold,di_gee_white,United States,2.76086276824561,2.62939311261487,2.84850920533277,65,150,value,nation
1990,All genders,American Indian or Alaska Native,All,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",NAAQS,di_gee,United States,9.68845753444528,5.81307452066717,13.5638405482234,65,150,value,nation
1990,All genders,American Indian or Alaska Native,All,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",NAAQS,di_gee_white,United States,6.10372824670052,5.81307452066717,6.29749739738942,65,150,value,nation
1990,All genders,American Indian or Alaska Native,All,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",real,burnett,United States,19.287234715146,14.7011184550576,23.6915787632844,65,150,value,nation
1990,All genders,American Indian or Alaska Native,All,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",real,di_gee,United States,16.3833635078672,9.8300181047203,22.936708911014,65,150,value,nation
1990,All genders,American Indian or Alaska Native,All,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",real,di_gee_white,United States,10.3215190099563,9.8300181047203,10.6491862801136,65,150,value,nation
1990,All genders,American Indian or Alaska Native,All,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",WHO,di_gee,United States,7.13571815837556,4.28143089502534,9.99000542172578,65,150,value,nation
1990,All genders,American Indian or Alaska Native,All,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",WHO,di_gee_white,United States,4.4955024397766,4.28143089502534,4.63821680294411,65,150,value,nation
1990,All genders,Asian or Pacific Islander,Large metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",future threshold,di_gee,United States,11.8653096915777,9.26977319654509,14.4608461866103,65,150,value,nation
1990,All genders,Asian or Pacific Islander,Large metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",future threshold,di_gee_white,United States,7.78660948509788,7.41581855723608,8.03380343700574,65,150,value,nation
1990,All genders,Asian or Pacific Islander,Large metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",NAAQS,di_gee,United States,27.5160028705766,21.4968772426379,33.5351284985152,65,150,value,nation
1990,All genders,Asian or Pacific Islander,Large metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",NAAQS,di_gee_white,United States,18.0573768838159,17.1975017941104,18.6306269436196,65,150,value,nation
1990,All genders,Asian or Pacific Islander,Large metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",real,burnett,United States,61.8855006199629,47.3431330058472,75.7440484562232,65,150,value,nation
1990,All genders,Asian or Pacific Islander,Large metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",real,di_gee,United States,62.4142918594268,48.7611655151771,76.0674182036762,65,150,value,nation
1990,All genders,Asian or Pacific Islander,Large metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",real,di_gee_white,United States,40.9593790327487,39.0089324121417,42.2596767798201,65,150,value,nation
1990,All genders,Asian or Pacific Islander,Large metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",WHO,di_gee,United States,19.7525918481139,15.4317123813389,24.0734713148888,65,150,value,nation
1990,All genders,Asian or Pacific Islander,Large metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",WHO,di_gee_white,United States,12.9626384003247,12.3453699050712,13.3741507304937,65,150,value,nation
1990,All genders,Asian or Pacific Islander,Small-medium metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",future threshold,di_gee,United States,3.43839470749531,2.68624586523071,4.19054354975991,65,150,value,nation
1990,All genders,Asian or Pacific Islander,Small-medium metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",future threshold,di_gee_white,United States,2.2564465267938,2.14899669218457,2.32807974986661,65,150,value,nation
1990,All genders,Asian or Pacific Islander,Small-medium metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",NAAQS,di_gee,United States,7.88081572048388,6.15688728162802,9.60474415933972,65,150,value,nation
1990,All genders,Asian or Pacific Islander,Small-medium metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",NAAQS,di_gee_white,United States,5.17178531656754,4.92550982530243,5.33596897741095,65,150,value,nation
1990,All genders,Asian or Pacific Islander,Small-medium metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",real,burnett,United States,21.6364981217087,16.430245837069,26.6775717236211,65,150,value,nation
1990,All genders,Asian or Pacific Islander,Small-medium metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",real,di_gee,United States,14.2861772457355,11.1610759732309,17.4112785182402,65,150,value,nation
1990,All genders,Asian or Pacific Islander,Small-medium metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",real,di_gee_white,United States,9.37530381751393,8.92886077858471,9.67293251013342,65,150,value,nation
1990,All genders,Asian or Pacific Islander,Small-medium metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",WHO,di_gee,United States,5.70238315121529,4.45498683688694,6.94977946554363,65,150,value,nation
1990,All genders,Asian or Pacific Islander,Small-medium metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",WHO,di_gee_white,United States,3.74218894298503,3.56398946950955,3.86098859196868,65,150,value,nation
1990,All genders,Asian or Pacific Islander,Non metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",future threshold,di_gee,United States,0.0669375937133341,0.0522949950885421,0.0815801923381258,65,150,value,nation
1990,All genders,Asian or Pacific Islander,Non metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",future threshold,di_gee_white,United States,0.0439277958743755,0.0418359960708337,0.0453223290767366,65,150,value,nation
1990,All genders,Asian or Pacific Islander,Non metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",NAAQS,di_gee,United States,0.136599149909015,0.106718085866418,0.166480213951612,65,150,value,nation
1990,All genders,Asian or Pacific Islander,Non metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",NAAQS,di_gee_white,United States,0.0896431921277909,0.0853744686931344,0.0924890077508954,65,150,value,nation
1990,All genders,Asian or Pacific Islander,Non metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",real,burnett,United States,0.292396048714421,0.222170538277391,0.360278414369013,65,150,value,nation
1990,All genders,Asian or Pacific Islander,Non metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",real,di_gee,United States,0.173125334504938,0.135254167581983,0.210996501427893,65,150,value,nation
1990,All genders,Asian or Pacific Islander,Non metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",real,di_gee_white,United States,0.113613500768866,0.108203334065587,0.117220278571052,65,150,value,nation
1990,All genders,Asian or Pacific Islander,Non metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",WHO,di_gee,United States,0.105060580453611,0.0820785784793838,0.128042582427839,65,150,value,nation
1990,All genders,Asian or Pacific Islander,Non metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",WHO,di_gee_white,United States,0.0689460059226824,0.0656628627835071,0.071134768015466,65,150,value,nation
1990,All genders,Asian or Pacific Islander,All,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",future threshold,di_gee,United States,9.07579252574825,7.09046291074082,11.0611221407557,65,150,value,nation
1990,All genders,Asian or Pacific Islander,All,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",future threshold,di_gee_white,United States,5.95598884502229,5.67237032859266,6.14506785597537,65,150,value,nation
1990,All genders,Asian or Pacific Islander,All,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",NAAQS,di_gee,United States,21.0215699109936,16.4231014929637,25.6200383290234,65,150,value,nation
1990,All genders,Asian or Pacific Islander,All,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",NAAQS,di_gee_white,United States,13.7954052540895,13.138481194371,14.2333546272352,65,150,value,nation
1990,All genders,Asian or Pacific Islander,All,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",real,burnett,United States,48.3914676824934,36.9867773713877,59.2816059852649,65,150,value,nation
1990,All genders,Asian or Pacific Islander,All,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",real,di_gee,United States,46.708345075795,36.4908945904648,56.925795561125,65,150,value,nation
1990,All genders,Asian or Pacific Islander,All,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",real,di_gee_white,United States,30.6523514559904,29.1927156723718,31.6254419784028,65,150,value,nation
1990,All genders,Asian or Pacific Islander,All,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",WHO,di_gee,United States,15.1028096425051,11.7990700332071,18.406549251803,65,150,value,nation
1990,All genders,Asian or Pacific Islander,All,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",WHO,di_gee_white,United States,9.91121882789394,9.43925602656567,10.2258606954461,65,150,value,nation
1990,All genders,Black American,Large metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",future threshold,di_gee,United States,44.9034931222267,42.9605535159765,46.8464327284769,65,150,value,nation
1990,All genders,Black American,Large metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",future threshold,di_gee_white,United States,13.6005772437514,12.9529307083346,14.0323416006958,65,150,value,nation
1990,All genders,Black American,Large metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",NAAQS,di_gee,United States,104.590627373261,100.065071381149,109.116183365373,65,150,value,nation
1990,All genders,Black American,Large metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",NAAQS,di_gee_white,United States,31.6788919447857,30.1703732807484,32.684571054144,65,150,value,nation
1990,All genders,Black American,Large metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",real,burnett,United States,111.596702638008,85.3382398711435,136.640561276899,65,150,value,nation
1990,All genders,Black American,Large metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",real,di_gee,United States,232.225276408118,222.177067332767,242.273485483469,65,150,value,nation
1990,All genders,Black American,Large metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",real,di_gee_white,United States,70.3374635274587,66.9880605023418,72.5703988775368,65,150,value,nation
1990,All genders,Black American,Large metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",WHO,di_gee,United States,74.8199369753293,71.5825358562045,78.0573380944541,65,150,value,nation
1990,All genders,Black American,Large metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",WHO,di_gee_white,United States,22.6618078338738,21.5826741274988,23.3812303047904,65,150,value,nation
1990,All genders,Black American,Small-medium metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",future threshold,di_gee,United States,29.552287281773,28.2735825436193,30.8309920199266,65,150,value,nation
1990,All genders,Black American,Small-medium metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",future threshold,di_gee_white,United States,8.95093316707546,8.52469825435759,9.23508977555405,65,150,value,nation
1990,All genders,Black American,Small-medium metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",NAAQS,di_gee,United States,68.5430223884334,65.5772185350877,71.5088262417791,65,150,value,nation
1990,All genders,Black American,Small-medium metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",NAAQS,di_gee_white,United States,20.7606269734197,19.7720256889712,21.4196944963854,65,150,value,nation
1990,All genders,Black American,Small-medium metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",real,burnett,United States,69.5337783275391,53.1035251272454,85.2471878605425,65,150,value,nation
1990,All genders,Black American,Small-medium metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",real,di_gee,United States,135.797438141048,129.921587452252,141.673288829843,65,150,value,nation
1990,All genders,Black American,Small-medium metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",real,di_gee_white,United States,41.1309548215672,39.1723379253022,42.4366994190773,65,150,value,nation
1990,All genders,Black American,Small-medium metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",WHO,di_gee,United States,49.1603358347438,47.0332059188173,51.2874657506702,65,150,value,nation
1990,All genders,Black American,Small-medium metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",WHO,di_gee_white,United States,14.8899094114849,14.1808661061761,15.3626049483574,65,150,value,nation
1990,All genders,Black American,Non metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",future threshold,di_gee,United States,0.462175905057437,0.442177909165529,0.482173900949346,65,150,value,nation
1990,All genders,Black American,Non metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",future threshold,di_gee_white,United States,0.139985971243358,0.133319972612722,0.144429970330449,65,150,value,nation
1990,All genders,Black American,Non metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",NAAQS,di_gee,United States,1.07683393383899,1.03024015785557,1.1234277098224,65,150,value,nation
1990,All genders,Black American,Non metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",NAAQS,di_gee_white,United States,0.326156431883923,0.310625173222784,0.336510604324683,65,150,value,nation
1990,All genders,Black American,Non metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",real,burnett,United States,1.00709363967945,0.768297470787274,1.23598082176387,65,150,value,nation
1990,All genders,Black American,Non metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",real,di_gee,United States,1.92888819347356,1.8454266851021,2.01234970184501,65,150,value,nation
1990,All genders,Black American,Non metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",real,di_gee_white,United States,0.584230558600163,0.55641005580968,0.602777560460486,65,150,value,nation
1990,All genders,Black American,Non metro,attributable,666,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",WHO,di_gee,United States,0.769855730691922,0.736544665421598,0.803166795962245,65,150,value,nation
